0	54	-7.519487568977795e-6
1	662	-1.3835507108856048e-6
2	151	-5.377032963503675e-6
2	571	2.2493143648769387e-7
0	195	-7.519487568977795e-6
0	585	0.00011233744966041709
0	166	-5.377032963503675e-6
1	766	-7.519487568977795e-6
0	736	3.4556384591630754e-7
0	230	-2.5029712209527103e-5
1	176	-6.694744276675083e-7
2	635	6.681103263563136e-7
0	100	-1.5965362611320393e-6
1	155	0.0011311076539869387
1	329	-2.2493143648769387e-7
2	765	5.377032963503675e-6
0	752	-3.4556384591630754e-7
2	208	6.694744276675083e-7
1	340	-7.519487568977795e-6
0	343	-6.694744276675083e-7
0	336	1.651472852564031e-6
1	378	6.694744276675083e-7
1	363	-3.4556384591630754e-7
2	71	2.66759039365757e-7
0	196	1.3397704933132321e-5
0	105	-2.1466447023503994e-6
0	233	-5.377032963503675e-6
0	197	5.377032963503675e-6
0	339	-7.519487568977795e-6
1	407	3.4556384591630754e-7
1	47	1.3397704933132321e-5
2	550	-3.4556384591630754e-7
0	757	1.3835507108856048e-6
2	474	-3.4556384591630754e-7
1	760	-7.519487568977795e-6
1	10	-0.0010370070349452424
0	666	-7.519487568977795e-6
0	720	1.651472852564031e-6
0	671	6.694744276675083e-7
1	337	2.6992218610673877e-5
0	574	6.694744276675083e-7
0	580	1.3397704933132321e-5
0	228	2.6992218610673877e-5
0	597	1.4221749937906432e-5
2	634	-1.5965362611320393e-6
0	68	-3.4556384591630754e-7
0	608	1.5965362611320393e-6
1	643	5.034283975703359e-7
2	174	3.4556384591630754e-7
0	592	-3.4556384591630754e-7
2	726	-1.3397704933132321e-5
0	23	5.377032963503675e-6
1	440	-2.2493143648769387e-7
0	669	5.034283975703359e-7
1	406	2.66759039365757e-7
1	21	5.377032963503675e-6
0	430	-6.694744276675083e-7
2	376	-5.377032963503675e-6
1	379	5.034283975703359e-7
1	85	2.6992218610673877e-5
2	620	-0.0010370070349452424
2	603	2.2493143648769387e-7
2	636	-1.3835507108856048e-6
0	357	5.034283975703359e-7
0	712	-3.4556384591630754e-7
2	349	-1.3835507108856048e-6
1	599	-1.3397704933132321e-5
0	733	-1.3835507108856048e-6
2	281	5.034283975703359e-7
0	207	4.2973002978090024e-7
1	106	3.0170065778525748e-6
1	231	-1.3397704933132321e-5
1	52	3.0170065778525748e-6
0	622	-5.377032963503675e-6
0	584	0.0011311076539869387
0	16	1.5965362611320393e-6
0	392	-1.5965362611320393e-6
0	738	4.2973002978090024e-7
2	18	1.5965362611320393e-6
1	573	6.694744276675083e-7
0	157	-2.5029712209527103e-5
0	190	5.377032963503675e-6
2	348	1.3835507108856048e-6
0	582	-0.0010370070349452424
2	93	-6.694744276675083e-7
0	735	4.2973002978090024e-7
2	759	5.377032963503675e-6
1	572	2.2493143648769387e-7
1	604	2.66759039365757e-7
1	90	-5.377032963503675e-6
2	162	-3.4556384591630754e-7
1	717	2.2493143648769387e-7
2	711	6.694744276675083e-7
2	118	3.4556384591630754e-7
0	236	-1.5965362611320393e-6
1	252	1.3835507108856048e-6
2	372	-1.3835507108856048e-6
1	579	1.3397704933132321e-5
2	395	3.0170065778525748e-6
1	728	5.377032963503675e-6
0	751	2.2493143648769387e-7
1	186	5.377032963503675e-6
1	243	-3.4556384591630754e-7
2	92	-7.519487568977795e-6
