cov_part,var_part,cov_se,var_se
1.4385128964879514e-14,1.2746403644268387e-23,2.606428836895835e-14,7.568387274324415e-26
0.1264071464918778,0.5207249959950212,0.003303445280078897,0.0005908891478611817
0.13630713966498265,0.5148066921798302,0.0031165591167842603,0.0005596690171221097
0.1301847141703747,0.5132514708763062,0.0025739992741314536,0.0004783576162262488
0.12135839502038923,0.5177081443023376,0.002844120485835043,0.0005458133836378555
0.05156685751473589,0.5109844500949591,0.004325843059720063,0.0007942543771988012
0.12690554916585722,0.515845259814596,0.002061251698366989,0.0003795869331462981
0.1388050578798281,0.5202866790280156,0.0020517291757553976,0.00035889672735234067
0.13176019372688152,0.5207728657425337,0.002759467456582897,0.0004930477661759517
0.13193699824138141,0.5191976079661199,0.0028873930201700425,0.0005006359264253859
0.12981994898502208,0.5165463857113397,0.0020785021972403194,0.00035276397598725474
0.13565436209134046,0.5204517237405617,0.003976803866225638,0.0007034087181916344
0.13234970054339848,0.5202686210843498,0.0019774467814142062,0.00035738085614771167
0.13961821972901775,0.5219149615287224,0.002015580095560274,0.00036888052175225276
0.04723032774517889,0.5136290429294027,0.002773289211954897,0.0005001207576029896
0.1537133678337634,0.5216712563313864,0.0027722920411697265,0.0005020801635489288
0.05840893799773002,0.51789039545335,0.0036304704817221476,0.0006325103639861291
0.04698912534503812,0.5130074871479922,0.003873006602231128,0.0006809154331298762
0.04636235198542926,0.515938131711723,0.0020198728379688165,0.0003510599849704868
0.06511951173324575,0.5204806148288426,0.0020956564473331566,0.000351279974537688
0.03882033286374862,0.5182395350340285,0.0029642085685012967,0.0005207112792411904
0.032873471425077946,0.5179348488277374,0.0023617437310323197,0.00044287329370490603
0.046296195314709875,0.5175168074842951,0.005008765166477056,0.0009186921278744126
0.02647889007672466,0.5189189040480011,0.0034955993623189525,0.0006814530927903965
0.026169252721020917,0.5187782510343492,0.0022401520609879304,0.00042931074846832906
0.03194661652718434,0.5209970633900152,0.002222946438026455,0.00037586467943169185
0.03163308405332812,0.5230667926978947,0.003731712411207232,0.0006004456864252966
0.04617209181008432,0.5229833164428459,0.00403699799266592,0.0007323035521108647
0.02022948089736526,0.5188786268923596,0.004115434862032085,0.0007313174062178913
0.017374668739893528,0.518577629411756,0.002126959038929382,0.0003525964754432431
0.02328379898055856,0.5194364159878001,0.002798254012789378,0.0004898825169780594
0.01492075238131632,0.5200120403011564,0.0027905427478800925,0.00046100808836293893
0.034774211831138865,0.5240942765651598,0.002947815989346291,0.0005051221995310296
0.01754059435283404,0.5210766849742464,0.002954309902744672,0.0005066899033785146
0.02362504518942743,0.5206700790975581,0.0020852814930337523,0.0003455074488646283
0.026645090637772532,0.5218628155125341,0.0020343128800359464,0.0003437073186965962
0.025692257589462374,0.521466060307676,0.002099882402208424,0.0003537855454056866
0.023181696135478866,0.521516350323962,0.0020675467275284138,0.000345396015664247
0.026550922472655128,0.5242763550260231,0.002587823844985127,0.0004293980191535342
0.029896844483418412,0.5240473623363151,0.0029010434331528897,0.000476728889818563
0.03479019978665956,0.5269082751013779,0.004089422602866728,0.0006865055376680948
0.032090361232056504,0.5252501582057288,0.0028616171779793373,0.0004997078436440128
0.02996950155788219,0.5259249883977706,0.0028774041842746533,0.00048290760846039923
0.044113085465631204,0.5282451462766753,0.005659517632981129,0.000966759645076184
