cov_part,var_part,cov_se,var_se
2.4624303440618147e-14,1.0003953973409529e-23,2.3083781627859373e-14,5.607438412748308e-26
0.0006144407318923182,0.5001011394786246,0.0026599338935263195,0.0005599747927593183
0.0006952462872358887,0.49982269566735954,0.002735553140829092,0.0005635793489136288
-0.0026250275228541864,0.5003823220048225,0.002376005610322834,0.00045082204682674265
0.003100100885981438,0.5020319671621297,0.0026237685236862795,0.0005085056841089181
-0.0029056886558350586,0.5008649101761873,0.003532159528604477,0.0007128302039620957
0.0003540283482970008,0.5002918791336711,0.0018770170558223935,0.0003476391944831156
0.005852704831851506,0.5012959493397297,0.0018420745454406512,0.0003578452918425723
0.005007813239226583,0.5006410609153246,0.0025553873771194035,0.0004904542206083907
0.004539391175192707,0.5009546643654785,0.0026024591286489714,0.0004941059866496575
-0.00043912961982105073,0.5001225240132836,0.0018143400164108232,0.0003502197709692146
0.0039441427980772825,0.5011072638531848,0.003571974822892953,0.0006823119824990904
0.0005596118708704979,0.5016490837039594,0.0018427559345207346,0.0003438810362554751
-0.0007147963081110189,0.5010756979687563,0.002533172258591713,0.0004881203606541747
0.002684478167968638,0.5008818601600704,0.0018082354249528293,0.0003507296719159382
0.004544526630193104,0.5008361659923611,0.0026135699484836185,0.0004840439319667154
-0.0005275693834872919,0.5019849459590122,0.0032374276513491168,0.0005395379073035075
-0.0009843770336727064,0.5015697029139555,0.0037643216114271356,0.0007484767999312545
-0.0014848351061908555,0.50170245688256,0.0018583771849585312,0.00034174066274135294
1.109281026079619e-5,0.5019376205840614,0.001963615364889553,0.0003715756483057224
-0.0024010682786473826,0.5023352179616153,0.002711526645317613,0.0005501813348700829
-0.00022002835134800761,0.5020404337989931,0.0022116571824456217,0.00048474598236802647
-0.015206791796685892,0.5028011360133908,0.004484784049341734,0.0009401065360335306
-0.0009615868906210488,0.5031174307974308,0.0030644644508859877,0.0006594938993149614
-0.0012647087018343773,0.5023566288038507,0.002035672029084108,0.0004091580760270274
-0.0007617731383759071,0.5033749579748782,0.001997617921579353,0.0003860204433107028
4.391690643139143e-5,0.5046164331939536,0.0029980872711517738,0.000622560065343934
0.0030790885270337203,0.5044364090270015,0.0036431555712504657,0.0007686391819175586
0.0013155641072000951,0.5042084559552767,0.0038073861592751485,0.0007417763173095182
-0.001731432987610834,0.5041802332211751,0.0019047667356762563,0.00034697609010248757
0.00190364514025981,0.5026289353150907,0.0026454048812732714,0.0004972771893071084
-0.0018171230636761845,0.5038829663886801,0.002710589202017868,0.00046296954136857066
-0.00025933684797653983,0.5038573771483812,0.0026454119293246136,0.00047850187714984125
-0.0004766446330655713,0.5031299408117479,0.0018734217814955416,0.0003513564210977498
0.0013567273218705305,0.5045327178913012,0.0026881207920325173,0.0005081452912780508
-0.0006194068772690332,0.5038415855032038,0.0018469142894375389,0.00036491057369800395
-0.00010239492411397483,0.5037295597151464,0.0018584832714298176,0.00033672692544011335
-0.0003679620804959791,0.5035438275072284,0.0018756657871337409,0.0003579309632861065
0.0016450145424929522,0.5042888061076561,0.0022604593231306137,0.0004262424140181619
-0.005666041802598877,0.5042372499258398,0.0027418806268073477,0.00048083498504360503
0.0008729581161255292,0.5042627513574212,0.0038827098386001626,0.0007660554766077157
0.002881784604113199,0.5042857676385246,0.0026110237333256863,0.00048442508355300086
0.0021778621065215924,0.5038727874226325,0.0026764747051164204,0.0004872172131349131
0.010813821162863465,0.5049935508666306,0.0050046099208676574,0.0009292834809564984
