#Thermo information
#TimeStep Temp PE KE
4992 9.07404 -56.3625 0.838487
4993 9.05188 -56.3591 0.83644
4994 9.03046 -56.3557 0.83446
4995 9.00978 -56.3524 0.832549
4996 8.98988 -56.3492 0.830711
4997 8.97082 -56.3459 0.82895
4998 8.95263 -56.3428 0.827269
4999 8.93535 -56.3397 0.825672
5000 8.91903 -56.3367 0.824164
5001 8.90373 -56.3337 0.822751
5002 8.88947 -56.3308 0.821432
5003 8.87627 -56.328 0.820213
5004 8.86419 -56.3252 0.819096
5005 8.85325 -56.3225 0.818085
5006 8.84349 -56.3199 0.817183
5007 8.83494 -56.3174 0.816394
5008 8.82765 -56.315 0.81572
5009 8.82164 -56.3126 0.815164
5010 8.81694 -56.3104 0.81473
5011 8.8136 -56.3082 0.814421
5012 8.81163 -56.3061 0.81424
5013 8.81108 -56.3042 0.814189
5014 8.81197 -56.3023 0.814271
5015 8.81433 -56.3005 0.814489
5016 8.81819 -56.2989 0.814846
5017 8.82358 -56.2973 0.815344
5018 8.83052 -56.2958 0.815985
5019 8.83904 -56.2945 0.816773
5020 8.84917 -56.2933 0.817709
5021 8.86093 -56.2922 0.818795
5022 8.87435 -56.2912 0.820035
5023 8.88944 -56.2903 0.82143
5024 8.90625 -56.2896 0.822983
5025 8.9248 -56.2889 0.824697
5026 8.94509 -56.2884 0.826572
5027 8.96714 -56.288 0.82861
5028 8.99097 -56.2878 0.830812
5029 9.0166 -56.2877 0.83318
5030 9.04403 -56.2877 0.835715
5031 9.07331 -56.2878 0.83842
5032 9.10444 -56.2881 0.841296
5033 9.13741 -56.2885 0.844343
5034 9.17226 -56.289 0.847564
5035 9.20901 -56.2897 0.850959
5036 9.2476 -56.2905 0.854526
5037 9.28806 -56.2914 0.858264
5038 9.33038 -56.2925 0.862175
5039 9.37455 -56.2937 0.866257
5040 9.42057 -56.2951 0.870509
5041 9.46844 -56.2966 0.874932
5042 9.51813 -56.2982 0.879524
5043 9.56964 -56.2999 0.884284
5044 9.62295 -56.3018 0.88921
5045 9.67805 -56.3038 0.894301
5046 9.7349 -56.306 0.899554
5047 9.79348 -56.3082 0.904968
5048 9.85377 -56.3106 0.910539
5049 9.91573 -56.3131 0.916264
5050 9.97933 -56.3158 0.922141
5051 10.0445 -56.3185 0.928165
5052 10.1113 -56.3214 0.934333
5053 10.1795 -56.3244 0.94064
5054 10.2492 -56.3275 0.947082
5055 10.3204 -56.3307 0.953654
5056 10.3928 -56.3341 0.960351
5057 10.4666 -56.3375 0.967166
5058 10.5416 -56.341 0.974094
5059 10.6177 -56.3446 0.981129
5060 10.6949 -56.3483 0.988264
5061 10.7731 -56.3521 0.995492
5062 10.8523 -56.3559 1.00281
5063 10.9323 -56.3598 1.0102
5064 11.013 -56.3638 1.01766
5065 11.0944 -56.3679 1.02518
5066 11.1764 -56.372 1.03275
5067 11.2588 -56.3761 1.04037
5068 11.3416 -56.3803 1.04803
5069 11.4247 -56.3845 1.0557
5070 11.508 -56.3887 1.06339
5071 11.5912 -56.393 1.07109
5072 11.6745 -56.3972 1.07878
5073 11.7575 -56.4015 1.08645
5074 11.8403 -56.4058 1.0941
5075 11.9226 -56.41 1.10171
5076 12.0044 -56.4142 1.10927
5077 12.0855 -56.4184 1.11676
5078 12.1658 -56.4226 1.12418
5079 12.2452 -56.4267 1.13152
5080 12.3236 -56.4307 1.13876
5081 12.4007 -56.4347 1.14589
5082 12.4766 -56.4386 1.15291
5083 12.5512 -56.4424 1.15979
5084 12.6241 -56.4461 1.16653
5085 12.6953 -56.4497 1.17311
5086 12.7648 -56.4533 1.17953
5087 12.8322 -56.4566 1.18576
5088 12.8976 -56.4599 1.19181
5089 12.9608 -56.463 1.19765
5090 13.0217 -56.466 1.20327
5091 13.0801 -56.4688 1.20867
5092 13.136 -56.4714 1.21383
5093 13.1891 -56.4739 1.21874
5094 13.2395 -56.4762 1.2234
5095 13.287 -56.4783 1.22779
5096 13.3315 -56.4802 1.2319
5097 13.3729 -56.4819 1.23572
5098 13.4111 -56.4834 1.23925
5099 13.446 -56.4847 1.24248
5100 13.4776 -56.4857 1.2454
5101 13.5057 -56.4865 1.248
5102 13.5303 -56.4871 1.25027
5103 13.5513 -56.4874 1.25221
5104 13.5687 -56.4875 1.25382
5105 13.5825 -56.4874 1.25509
5106 13.5925 -56.487 1.25601
5107 13.5987 -56.4863 1.25659
5108 13.6012 -56.4854 1.25682
5109 13.5998 -56.4843 1.25669
5110 13.5947 -56.4828 1.25622
5111 13.5858 -56.4811 1.2554
5112 13.5731 -56.4792 1.25422
5113 13.5566 -56.477 1.2527
5114 13.5363 -56.4745 1.25082
5115 13.5122 -56.4718 1.2486
5116 13.4845 -56.4689 1.24604
5117 13.4532 -56.4656 1.24314
5118 13.4182 -56.4622 1.23991
5119 13.3798 -56.4585 1.23636
5120 13.3379 -56.4545 1.23249
5121 13.2927 -56.4504 1.22831
5122 13.2442 -56.446 1.22383
5123 13.1926 -56.4414 1.21906
5124 13.1379 -56.4366 1.21401
5125 13.0804 -56.4316 1.20869
5126 13.02 -56.4265 1.20311
5127 12.957 -56.4211 1.19729
5128 12.8915 -56.4156 1.19124
5129 12.8236 -56.41 1.18497
5130 12.7536 -56.4042 1.1785
5131 12.6816 -56.3982 1.17184
5132 12.6076 -56.3922 1.16501
5133 12.5319 -56.386 1.15802
5134 12.4548 -56.3798 1.15088
5135 12.3762 -56.3735 1.14362
5136 12.2965 -56.3671 1.13626
5137 12.2158 -56.3607 1.1288
5138 12.1343 -56.3543 1.12127
5139 12.0523 -56.3478 1.11369
5140 11.9699 -56.3414 1.10608
5141 11.8873 -56.3349 1.09845
5142 11.8047 -56.3285 1.09081
5143 11.7223 -56.3222 1.0832
5144 11.6402 -56.3159 1.07562
5145 11.5587 -56.3097 1.06809
5146 11.478 -56.3036 1.06063
5147 11.3983 -56.2976 1.05326
5148 11.3197 -56.2917 1.046
5149 11.2424 -56.2859 1.03885
5150 11.1666 -56.2804 1.03185
5151 11.0925 -56.275 1.02501
5152 11.0203 -56.2697 1.01834
5153 10.9501 -56.2647 1.01185
5154 10.8821 -56.2599 1.00556
5155 10.8163 -56.2553 0.99948
5156 10.7529 -56.251 0.993626
5157 10.6921 -56.2469 0.988007
5158 10.634 -56.243 0.982636
5159 10.5787 -56.2394 0.977524
5160 10.5263 -56.2361 0.97268
5161 10.4768 -56.2331 0.968111
5162 10.4304 -56.2303 0.963824
5163 10.3871 -56.2278 0.959825
5164 10.347 -56.2257 0.95612
5165 10.3102 -56.2238 0.952713
5166 10.2766 -56.2223 0.949609
5167 10.2463 -56.221 0.946808
5168 10.2193 -56.2201 0.944313
5169 10.1956 -56.2195 0.942123
5170 10.1752 -56.2191 0.940238
5171 10.1581 -56.2191 0.938657
5172 10.1442 -56.2194 0.937375
5173 10.1335 -56.22 0.93639
5174 10.126 -56.2209 0.935695
5175 10.1216 -56.2221 0.935286
5176 10.1202 -56.2235 0.935157
5177 10.1218 -56.2253 0.935302
5178 10.1261 -56.2273 0.935707
5179 10.1332 -56.2295 0.936363
5180 10.1429 -56.2321 0.937259
5181 10.1551 -56.2348 0.938386
5182 10.1697 -56.2378 0.939731
5183 10.1865 -56.241 0.941281
5184 10.2053 -56.2444 0.943022
5185 10.226 -56.248 0.944937
5186 10.2485 -56.2517 0.947009
5187 10.2724 -56.2556 0.949224
5188 10.2978 -56.2597 0.951566
5189 10.3243 -56.2639 0.954017
5190 10.3518 -56.2682 0.956561
5191 10.3802 -56.2725 0.959181
5192 10.4091 -56.277 0.961858
5193 10.4386 -56.2815 0.964577
5194 10.4682 -56.2861 0.967318
5195 10.498 -56.2906 0.970064
5196 10.5275 -56.2952 0.972799
5197 10.5568 -56.2998 0.975506
5198 10.5857 -56.3044 0.97817
5199 10.6138 -56.3089 0.980771
5200 10.6411 -56.3134 0.983294
5201 10.6674 -56.3178 0.985722
5202 10.6925 -56.3221 0.98804
5203 10.7162 -56.3263 0.990231
5204 10.7384 -56.3304 0.992281
5205 10.7589 -56.3344 0.994176
5206 10.7776 -56.3382 0.995905
5207 10.7944 -56.3419 0.997454
5208 10.8091 -56.3454 0.998812
5209 10.8216 -56.3487 0.99997
5210 10.8319 -56.3519 1.00092
5211 10.8398 -56.3549 1.00166
5212 10.8454 -56.3577 1.00217
5213 10.8485 -56.3602 1.00245
5214 10.849 -56.3626 1.0025
5215 10.847 -56.3648 1.00232
5216 10.8423 -56.3667 1.00189
5217 10.835 -56.3684 1.00121
5218 10.8251 -56.37 1.00029
5219 10.8125 -56.3712 0.999133
5220 10.7974 -56.3723 0.997732
5221 10.7796 -56.3732 0.996094
5222 10.7594 -56.3738 0.994224
5223 10.7367 -56.3743 0.992125
5224 10.7116 -56.3745 0.989805
5225 10.6841 -56.3745 0.987269
5226 10.6545 -56.3744 0.984527
5227 10.6227 -56.3741 0.981588
5228 10.5888 -56.3736 0.978462
5229 10.5531 -56.3729 0.97516
5230 10.5156 -56.3721 0.971694
5231 10.4764 -56.3711 0.968076
5232 10.4358 -56.3701 0.964321
5233 10.3938 -56.3689 0.960444
5234 10.3507 -56.3676 0.956456
5235 10.3065 -56.3662 0.952372
5236 10.2614 -56.3647 0.948207
5237 10.2156 -56.3632 0.943976
5238 10.1693 -56.3617 0.939694
5239 10.1226 -56.3601 0.935378
5240 10.0756 -56.3584 0.931041
5241 10.0287 -56.3568 0.9267
5242 9.98181 -56.3552 0.92237
5243 9.93525 -56.3536 0.918067
5244 9.88913 -56.3521 0.913806
5245 9.84361 -56.3506 0.9096
5246 9.79884 -56.3491 0.905463
5247 9.75496 -56.3478 0.901408
5248 9.71212 -56.3465 0.897449
5249 9.67044 -56.3453 0.893598
5250 9.63007 -56.3443 0.889867
5251 9.59114 -56.3433 0.88627
5252 9.55376 -56.3425 0.882817
5253 9.51803 -56.3419 0.879514
5254 9.48402 -56.3414 0.876372
5255 9.45183 -56.341 0.873397
5256 9.42154 -56.3409 0.870598
5257 9.39321 -56.3408 0.86798
5258 9.36691 -56.341 0.86555
5259 9.34268 -56.3414 0.863311
5260 9.32062 -56.3419 0.861273
5261 9.30075 -56.3427 0.859437
5262 9.28306 -56.3436 0.857802
5263 9.26755 -56.3447 0.856369
5264 9.25424 -56.346 0.855139
5265 9.24312 -56.3475 0.854112
5266 9.23418 -56.3492 0.853286
5267 9.2274 -56.3511 0.852659
5268 9.22275 -56.3532 0.852229
5269 9.22019 -56.3555 0.851993
5270 9.21969 -56.3579 0.851946
5271 9.22118 -56.3605 0.852085
5272 9.22464 -56.3633 0.852404
5273 9.23 -56.3663 0.8529
5274 9.23719 -56.3695 0.853563
5275 9.24612 -56.3727 0.854389
5276 9.25673 -56.3762 0.85537
5277 9.26894 -56.3798 0.856497
5278 9.28266 -56.3835 0.857765
5279 9.2978 -56.3873 0.859164
5280 9.31427 -56.3913 0.860687
5281 9.33203 -56.3954 0.862327
5282 9.35096 -56.3996 0.864076
5283 9.37095 -56.4039 0.865923
5284 9.39189 -56.4082 0.867859
5285 9.41369 -56.4127 0.869873
5286 9.43625 -56.4172 0.871958
5287 9.45947 -56.4218 0.874104
5288 9.48328 -56.4264 0.876304
5289 9.50758 -56.4311 0.878549
5290 9.53224 -56.4358 0.880828
5291 9.55717 -56.4406 0.883132
5292 9.58228 -56.4453 0.885452
5293 9.60746 -56.4501 0.887779
5294 9.63264 -56.4549 0.890105
5295 9.65772 -56.4596 0.892423
5296 9.68261 -56.4644 0.894723
5297 9.70724 -56.4691 0.896998
5298 9.73151 -56.4738 0.899241
5299 9.75535 -56.4785 0.901444
5300 9.77868 -56.4831 0.9036
5301 9.80144 -56.4877 0.905703
5302 9.82355 -56.4922 0.907746
5303 9.84494 -56.4966 0.909722
5304 9.86555 -56.501 0.911627
5305 9.88532 -56.5053 0.913454
5306 9.90419 -56.5096 0.915198
5307 9.92211 -56.5137 0.916853
5308 9.93903 -56.5178 0.918417
5309 9.9549 -56.5217 0.919884
5310 9.96968 -56.5256 0.921249
5311 9.98333 -56.5294 0.922511
5312 9.99581 -56.533 0.923664
5313 10.0071 -56.5366 0.924706
5314 10.0171 -56.5401 0.925635
5315 10.0259 -56.5434 0.926448
5316 10.0335 -56.5466 0.927142
5317 10.0397 -56.5497 0.927717
5318 10.0446 -56.5527 0.92817
5319 10.0482 -56.5555 0.9285
5320 10.0504 -56.5583 0.928708
5321 10.0513 -56.5609 0.928791
5322 10.0508 -56.5634 0.928749
5323 10.0491 -56.5657 0.928584
5324 10.0459 -56.568 0.928294
5325 10.0415 -56.5701 0.927881
5326 10.0357 -56.5721 0.927346
5327 10.0285 -56.5739 0.926688
5328 10.0201 -56.5757 0.925911
5329 10.0104 -56.5773 0.925015
5330 9.99947 -56.5788 0.924002
5331 9.98726 -56.5801 0.922874
5332 9.97384 -56.5814 0.921634
5333 9.95922 -56.5825 0.920283
5334 9.94345 -56.5835 0.918825
5335 9.92657 -56.5844 0.917266
5336 9.90864 -56.5852 0.915609
5337 9.88964 -56.5859 0.913854
5338 9.86963 -56.5865 0.912004
5339 9.84863 -56.587 0.910063
5340 9.82668 -56.5873 0.908036
5341 9.80384 -56.5876 0.905925
5342 9.78014 -56.5878 0.903735
5343 9.75562 -56.5879 0.901469
5344 9.73034 -56.5879 0.899133
5345 9.70436 -56.5878 0.896733
5346 9.67774 -56.5876 0.894273
5347 9.6505 -56.5874 0.891756
5348 9.62269 -56.5871 0.889186
5349 9.59436 -56.5867 0.886568
5350 9.56557 -56.5863 0.883907
5351 9.53636 -56.5858 0.881208
5352 9.50678 -56.5852 0.878475
5353 9.47689 -56.5846 0.875713
5354 9.44675 -56.5839 0.872928
5355 9.4164 -56.5832 0.870123
5356 9.3859 -56.5825 0.867305
5357 9.3553 -56.5817 0.864477
5358 9.32465 -56.5809 0.861646
5359 9.29402 -56.58 0.858815
5360 9.26344 -56.5791 0.855989
5361 9.23298 -56.5783 0.853174
5362 9.20268 -56.5773 0.850375
5363 9.1726 -56.5764 0.847595
5364 9.14279 -56.5755 0.84484
5365 9.1133 -56.5746 0.842115
5366 9.08417 -56.5737 0.839424
5367 9.05547 -56.5728 0.836771
5368 9.02723 -56.5719 0.834162
5369 8.9995 -56.571 0.8316
5370 8.97234 -56.5701 0.82909
5371 8.94579 -56.5693 0.826636
5372 8.91988 -56.5684 0.824243
5373 8.8947 -56.5676 0.821916
5374 8.87028 -56.5669 0.819659
5375 8.84663 -56.5662 0.817474
5376 8.8238 -56.5655 0.815365
5377 8.80183 -56.5649 0.813334
5378 8.78074 -56.5643 0.811386
5379 8.76059 -56.5638 0.809523
5380 8.74139 -56.5633 0.807749
5381 8.7232 -56.5629 0.806068
5382 8.70603 -56.5625 0.804481
5383 8.68992 -56.5622 0.802993
5384 8.67489 -56.562 0.801604
5385 8.66098 -56.5618 0.800319
5386 8.64821 -56.5618 0.799139
5387 8.63661 -56.5617 0.798067
5388 8.62619 -56.5618 0.797104
5389 8.61697 -56.5619 0.796252
5390 8.60898 -56.5622 0.795513
5391 8.60222 -56.5625 0.794889
5392 8.59672 -56.5628 0.794381
5393 8.59248 -56.5633 0.793989
5394 8.58952 -56.5639 0.793716
5395 8.58784 -56.5645 0.79356
5396 8.58745 -56.5652 0.793524
5397 8.58835 -56.566 0.793607
5398 8.59054 -56.5669 0.79381
5399 8.59402 -56.5679 0.794132
5400 8.59879 -56.569 0.794573
5401 8.60485 -56.5702 0.795132
5402 8.61217 -56.5714 0.795809
5403 8.62076 -56.5727 0.796602
5404 8.6306 -56.5742 0.797511
5405 8.64167 -56.5757 0.798534
5406 8.65395 -56.5773 0.79967
5407 8.66743 -56.579 0.800915
5408 8.68208 -56.5807 0.802269
5409 8.69788 -56.5826 0.803728
5410 8.71479 -56.5845 0.805291
5411 8.73278 -56.5865 0.806954
5412 8.75183 -56.5885 0.808714
5413 8.77189 -56.5906 0.810567
5414 8.79293 -56.5928 0.812511
5415 8.8149 -56.5951 0.814542
5416 8.83776 -56.5974 0.816654
5417 8.86149 -56.5998 0.818847
5418 8.88606 -56.6022 0.821117
5419 8.91137 -56.6047 0.823456
5420 8.93737 -56.6072 0.825859
5421 8.96402 -56.6098 0.828321
5422 8.99125 -56.6124 0.830838
5423 9.01901 -56.615 0.833402
5424 9.04723 -56.6177 0.83601
5425 9.07584 -56.6204 0.838654
5426 9.10479 -56.6231 0.841329
5427 9.13401 -56.6258 0.844029
5428 9.16342 -56.6285 0.846747
5429 9.19297 -56.6312 0.849477
5430 9.22257 -56.6339 0.852213
5431 9.25216 -56.6365 0.854947
5432 9.28166 -56.6392 0.857673
5433 9.311 -56.6418 0.860384
5434 9.3401 -56.6444 0.863073
5435 9.36889 -56.647 0.865733
5436 9.39729 -56.6495 0.868357
5437 9.42522 -56.652 0.870939
5438 9.45262 -56.6544 0.873471
5439 9.4794 -56.6567 0.875945
5440 9.50549 -56.659 0.878356
5441 9.53082 -56.6612 0.880696
5442 9.55529 -56.6634 0.882958
5443 9.57886 -56.6654 0.885135
5444 9.60143 -56.6673 0.887221
5445 9.62296 -56.6692 0.889211
5446 9.64339 -56.6709 0.891098
5447 9.6626 -56.6725 0.892874
5448 9.68054 -56.674 0.894532
5449 9.69714 -56.6754 0.896065
5450 9.71233 -56.6766 0.897469
5451 9.72604 -56.6777 0.898736
5452 9.73822 -56.6787 0.899862
5453 9.74881 -56.6795 0.90084
5454 9.75775 -56.6802 0.901666
5455 9.76499 -56.6807 0.902335
5456 9.77047 -56.681 0.902841
5457 9.77415 -56.6812 0.903181
5458 9.77598 -56.6812 0.90335
5459 9.77591 -56.681 0.903344
5460 9.77391 -56.6807 0.903159
5461 9.76994 -56.6802 0.902793
5462 9.76397 -56.6794 0.902241
5463 9.75597 -56.6785 0.901502
5464 9.74591 -56.6775 0.900572
5465 9.73377 -56.6762 0.89945
5466 9.71953 -56.6747 0.898134
5467 9.70318 -56.673 0.896623
5468 9.6847 -56.6712 0.894916
5469 9.6641 -56.6691 0.893012
5470 9.64137 -56.6668 0.890911
5471 9.6165 -56.6644 0.888614
5472 9.58952 -56.6617 0.886121
5473 9.56043 -56.6588 0.883433
5474 9.52925 -56.6558 0.880551
5475 9.49599 -56.6525 0.877478
5476 9.4607 -56.6491 0.874217
5477 9.42339 -56.6455 0.87077
5478 9.38411 -56.6417 0.86714
5479 9.34289 -56.6377 0.863331
5480 9.29979 -56.6335 0.859348
5481 9.25486 -56.6291 0.855196
5482 9.20814 -56.6246 0.850879
5483 9.15971 -56.6199 0.846404
5484 9.10964 -56.615 0.841777
5485 9.05799 -56.61 0.837004
5486 9.00484 -56.6049 0.832094
5487 8.95028 -56.5996 0.827052
5488 8.8944 -56.5941 0.821888
5489 8.83729 -56.5886 0.816611
5490 8.77904 -56.5829 0.811228
5491 8.71976 -56.5771 0.805751
5492 8.65956 -56.5712 0.800188
5493 8.59855 -56.5653 0.79455
5494 8.53684 -56.5592 0.788848
5495 8.47456 -56.5531 0.783093
5496 8.41183 -56.547 0.777296
5497 8.34878 -56.5407 0.77147
5498 8.28554 -56.5345 0.765626
5499 8.22223 -56.5282 0.759776
5500 8.15901 -56.5219 0.753934
5501 8.09601 -56.5157 0.748113
5502 8.03337 -56.5094 0.742324
5503 7.97123 -56.5032 0.736582
5504 7.90974 -56.497 0.7309
5505 7.84904 -56.4908 0.725292
5506 7.78929 -56.4848 0.71977
5507 7.73064 -56.4788 0.714351
5508 7.67326 -56.4729 0.709048
5509 7.61726 -56.4671 0.703873
5510 7.56278 -56.4614 0.698839
5511 7.50998 -56.4559 0.69396
5512 7.45899 -56.4505 0.689249
5513 7.40995 -56.4453 0.684718
5514 7.36299 -56.4402 0.680378
5515 7.31824 -56.4353 0.676243
5516 7.27584 -56.4307 0.672324
5517 7.23589 -56.4262 0.668633
5518 7.19853 -56.4219 0.665181
5519 7.16388 -56.4179 0.661979
5520 7.13204 -56.414 0.659037
5521 7.1031 -56.4105 0.656363
5522 7.07718 -56.4072 0.653967
5523 7.05434 -56.4041 0.651857
5524 7.03471 -56.4013 0.650044
5525 7.01837 -56.3988 0.648533
5526 7.00535 -56.3966 0.64733
5527 6.9957 -56.3946 0.646439
5528 6.98949 -56.393 0.645865
5529 6.98676 -56.3916 0.645613
5530 6.98755 -56.3905 0.645685
5531 6.99188 -56.3897 0.646085
5532 6.99977 -56.3892 0.646814
5533 7.01124 -56.3891 0.647874
5534 7.02628 -56.3892 0.649264
5535 7.0449 -56.3896 0.650985
5536 7.06708 -56.3903 0.653035
5537 7.09281 -56.3913 0.655412
5538 7.12204 -56.3926 0.658112
5539 7.15472 -56.3942 0.661133
5540 7.19082 -56.396 0.664468
5541 7.23027 -56.3981 0.668114
5542 7.27301 -56.4005 0.672064
5543 7.31899 -56.4032 0.676312
5544 7.36811 -56.4061 0.680851
5545 7.42029 -56.4093 0.685673
5546 7.47543 -56.4127 0.690768
5547 7.53343 -56.4163 0.696128
5548 7.59419 -56.4201 0.701742
5549 7.65758 -56.4241 0.7076
5550 7.7235 -56.4284 0.713691
5551 7.79181 -56.4328 0.720003
5552 7.8624 -56.4374 0.726526
5553 7.93512 -56.4421 0.733246
5554 8.00985 -56.447 0.740151
5555 8.08644 -56.452 0.747228
5556 8.16474 -56.4572 0.754464
5557 8.24463 -56.4625 0.761846
5558 8.32593 -56.4678 0.769359
5559 8.40852 -56.4732 0.77699
5560 8.49224 -56.4787 0.784726
5561 8.57693 -56.4843 0.792552
5562 8.66245 -56.4899 0.800455
5563 8.74865 -56.4956 0.80842
5564 8.83537 -56.5012 0.816433
5565 8.92247 -56.5069 0.824482
5566 9.00979 -56.5125 0.832551
5567 9.0972 -56.5181 0.840628
5568 9.18454 -56.5237 0.848698
5569 9.27168 -56.5293 0.85675
5570 9.35847 -56.5348 0.86477
5571 9.44478 -56.5402 0.872746
5572 9.53047 -56.5456 0.880664
5573 9.61542 -56.5509 0.888514
5574 9.6995 -56.5561 0.896284
5575 9.78259 -56.5611 0.903961
5576 9.86457 -56.5661 0.911537
5577 9.94533 -56.5709 0.918999
5578 10.0248 -56.5756 0.926338
5579 10.1027 -56.5802 0.933545
5580 10.1792 -56.5846 0.940609
5581 10.254 -56.5889 0.947524
5582 10.3271 -56.593 0.954279
5583 10.3984 -56.597 0.960867
5584 10.4678 -56.6007 0.967282
5585 10.5353 -56.6043 0.973515
5586 10.6007 -56.6078 0.979561
5587 10.6641 -56.611 0.985414
5588 10.7252 -56.6141 0.991067
5589 10.7842 -56.6169 0.996517
5590 10.8409 -56.6196 1.00176
5591 10.8953 -56.6221 1.00678
5592 10.9474 -56.6243 1.0116
5593 10.9972 -56.6264 1.01619
5594 11.0445 -56.6283 1.02057
5595 11.0894 -56.63 1.02472
5596 11.1318 -56.6315 1.02864
5597 11.1717 -56.6327 1.03233
5598 11.2092 -56.6338 1.03579
5599 11.2441 -56.6347 1.03901
5600 11.2765 -56.6354 1.042
5601 11.3063 -56.6358 1.04476
5602 11.3337 -56.6361 1.04729
5603 11.3585 -56.6362 1.04958
5604 11.3807 -56.636 1.05164
5605 11.4005 -56.6357 1.05346
5606 11.4177 -56.6352 1.05506
5607 11.4325 -56.6344 1.05642
5608 11.4447 -56.6335 1.05755
5609 11.4545 -56.6324 1.05845
5610 11.4619 -56.6311 1.05913
5611 11.4668 -56.6296 1.05959
5612 11.4693 -56.628 1.05983
5613 11.4695 -56.6261 1.05984
5614 11.4674 -56.6241 1.05964
5615 11.4629 -56.6219 1.05923
5616 11.4563 -56.6196 1.05862
5617 11.4473 -56.6171 1.05779
5618 11.4363 -56.6144 1.05677
5619 11.423 -56.6115 1.05555
5620 11.4077 -56.6085 1.05413
5621 11.3904 -56.6054 1.05253
5622 11.3711 -56.6021 1.05075
5623 11.3499 -56.5986 1.04878
5624 11.3267 -56.5951 1.04665
5625 11.3018 -56.5914 1.04435
5626 11.2752 -56.5875 1.04188
5627 11.2468 -56.5836 1.03926
5628 11.2169 -56.5795 1.0365
5629 11.1854 -56.5753 1.03359
5630 11.1524 -56.571 1.03054
5631 11.1181 -56.5666 1.02737
5632 11.0824 -56.5622 1.02407
5633 11.0455 -56.5576 1.02066
5634 11.0075 -56.553 1.01715
5635 10.9684 -56.5483 1.01354
5636 10.9283 -56.5435 1.00983
5637 10.8874 -56.5387 1.00605
5638 10.8456 -56.5338 1.00219
5639 10.8031 -56.5289 0.998266
5640 10.7601 -56.5239 0.994287
5641 10.7165 -56.5189 0.990262
5642 10.6726 -56.5139 0.986198
5643 10.6283 -56.5089 0.982106
5644 10.5838 -56.5039 0.977995
5645 10.5392 -56.4989 0.973874
5646 10.4946 -56.4939 0.969751
5647 10.4501 -56.4889 0.965638
5648 10.4057 -56.484 0.961543
5649 10.3617 -56.4791 0.957475
5650 10.3181 -56.4742 0.953445
5651 10.275 -56.4694 0.94946
5652 10.2324 -56.4647 0.94553
5653 10.1906 -56.46 0.941664
5654 10.1496 -56.4555 0.937871
5655 10.1094 -56.451 0.93416
5656 10.0702 -56.4466 0.930538
5657 10.0321 -56.4423 0.927014
5658 9.99507 -56.4381 0.923596
5659 9.95931 -56.434 0.920291
5660 9.92484 -56.4301 0.917106
5661 9.89176 -56.4263 0.914049
5662 9.86012 -56.4226 0.911126
5663 9.83 -56.419 0.908342
5664 9.80145 -56.4156 0.905704
5665 9.77453 -56.4124 0.903216
5666 9.74929 -56.4093 0.900884
5667 9.72578 -56.4064 0.898711
5668 9.70403 -56.4036 0.896702
5669 9.68408 -56.4009 0.894859
5670 9.66597 -56.3985 0.893185
5671 9.64971 -56.3962 0.891682
5672 9.63532 -56.3941 0.890353
5673 9.62281 -56.3921 0.889197
5674 9.61219 -56.3903 0.888216
5675 9.60346 -56.3887 0.887409
5676 9.59661 -56.3873 0.886776
5677 9.59162 -56.386 0.886315
5678 9.58849 -56.3849 0.886026
5679 9.58719 -56.3839 0.885905
5680 9.58768 -56.3831 0.88595
5681 9.58993 -56.3824 0.886159
5682 9.5939 -56.3819 0.886526
5683 9.59955 -56.3816 0.887048
5684 9.60683 -56.3813 0.88772
5685 9.61567 -56.3813 0.888537
5686 9.62602 -56.3813 0.889494
5687 9.63782 -56.3815 0.890584
5688 9.65099 -56.3818 0.891801
5689 9.66547 -56.3822 0.893139
5690 9.68118 -56.3827 0.89459
5691 9.69803 -56.3833 0.896148
5692 9.71595 -56.384 0.897804
5693 9.73486 -56.3847 0.899551
5694 9.75466 -56.3856 0.901381
5695 9.77528 -56.3865 0.903285
5696 9.79661 -56.3875 0.905257
5697 9.81856 -56.3885 0.907286
5698 9.84108 -56.3896 0.909366
5699 9.86405 -56.3906 0.911488
5700 9.88737 -56.3918 0.913643
5701 9.91094 -56.3929 0.915821
5702 9.93467 -56.394 0.918015
5703 9.95848 -56.3952 0.920215
5704 9.98227 -56.3963 0.922412
5705 10.0059 -56.3974 0.9246
5706 10.0294 -56.3985 0.92677
5707 10.0526 -56.3996 0.928914
5708 10.0755 -56.4006 0.931024
5709 10.0979 -56.4016 0.933093
5710 10.1197 -56.4025 0.935114
5711 10.141 -56.4034 0.93708
5712 10.1616 -56.4042 0.938984
5713 10.1815 -56.4049 0.94082
5714 10.2005 -56.4056 0.942582
5715 10.2188 -56.4062 0.944265
5716 10.236 -56.4066 0.945863
5717 10.2524 -56.407 0.947371
5718 10.2677 -56.4073 0.948786
5719 10.2819 -56.4075 0.950103
5720 10.2951 -56.4076 0.951318
5721 10.3071 -56.4076 0.952429
5722 10.318 -56.4075 0.953432
5723 10.3276 -56.4073 0.954326
5724 10.3361 -56.407 0.955112
5725 10.3434 -56.4065 0.955787
5726 10.3495 -56.406 0.956349
5727 10.3544 -56.4053 0.956796
5728 10.358 -56.4045 0.957129
5729 10.3603 -56.4036 0.957347
5730 10.3615 -56.4026 0.957451
5731 10.3614 -56.4015 0.957443
5732 10.3601 -56.4003 0.957325
