#Thermo information
#TimeStep Temp PE KE
2189 8.76091 -56.4319 0.809553
2190 8.77232 -56.4346 0.810607
2191 8.78456 -56.4374 0.811738
2192 8.79765 -56.4403 0.812948
2193 8.81158 -56.4433 0.814235
2194 8.82635 -56.4463 0.8156
2195 8.84197 -56.4494 0.817043
2196 8.85844 -56.4525 0.818565
2197 8.87577 -56.4557 0.820166
2198 8.89396 -56.459 0.821847
2199 8.91302 -56.4624 0.823609
2200 8.93296 -56.4658 0.825451
2201 8.95379 -56.4693 0.827376
2202 8.97551 -56.4729 0.829383
2203 8.99813 -56.4766 0.831473
2204 9.0216 -56.4803 0.833642
2205 9.04592 -56.4842 0.83589
2206 9.07109 -56.488 0.838215
2207 9.09707 -56.492 0.840616
2208 9.12388 -56.496 0.843093
2209 9.15147 -56.5001 0.845643
2210 9.17985 -56.5043 0.848265
2211 9.20898 -56.5085 0.850956
2212 9.23884 -56.5128 0.853716
2213 9.2694 -56.5172 0.85654
2214 9.30065 -56.5216 0.859427
2215 9.33254 -56.526 0.862374
2216 9.36504 -56.5306 0.865378
2217 9.39812 -56.5352 0.868434
2218 9.43173 -56.5398 0.87154
2219 9.46584 -56.5445 0.874692
2220 9.5004 -56.5492 0.877885
2221 9.53536 -56.554 0.881116
2222 9.57068 -56.5588 0.88438
2223 9.6063 -56.5636 0.887671
2224 9.64216 -56.5685 0.890985
2225 9.67821 -56.5734 0.894316
2226 9.71439 -56.5783 0.89766
2227 9.75064 -56.5832 0.901009
2228 9.78689 -56.5882 0.904359
2229 9.82308 -56.5931 0.907703
2230 9.85913 -56.598 0.911034
2231 9.89498 -56.603 0.914347
2232 9.93055 -56.6079 0.917633
2233 9.96576 -56.6128 0.920888
2234 10.0005 -56.6176 0.924102
2235 10.0348 -56.6224 0.927269
2236 10.0685 -56.6272 0.930382
2237 10.1015 -56.632 0.933433
2238 10.1338 -56.6367 0.936415
2239 10.1653 -56.6413 0.939323
2240 10.1959 -56.6458 0.94215
2241 10.2255 -56.6503 0.944884
2242 10.254 -56.6547 0.947518
2243 10.2813 -56.659 0.950045
2244 10.3074 -56.6633 0.952456
2245 10.3322 -56.6674 0.954744
2246 10.3555 -56.6714 0.956901
2247 10.3773 -56.6752 0.95892
2248 10.3976 -56.679 0.960793
2249 10.4162 -56.6826 0.962513
2250 10.4331 -56.6861 0.964072
2251 10.4482 -56.6894 0.965464
2252 10.4613 -56.6926 0.966682
2253 10.4726 -56.6956 0.967719
2254 10.4818 -56.6985 0.96857
2255 10.4889 -56.7011 0.969227
2256 10.4938 -56.7036 0.969685
2257 10.4966 -56.706 0.969939
2258 10.4971 -56.7081 0.969983
2259 10.4952 -56.71 0.969814
2260 10.491 -56.7117 0.969426
2261 10.4844 -56.7133 0.968815
2262 10.4754 -56.7146 0.967977
2263 10.4638 -56.7157 0.966911
2264 10.4498 -56.7166 0.965612
2265 10.4332 -56.7172 0.964079
2266 10.414 -56.7177 0.962309
2267 10.3923 -56.7179 0.960302
2268 10.368 -56.7179 0.958057
2269 10.3411 -56.7177 0.955573
2270 10.3117 -56.7172 0.95285
2271 10.2796 -56.7165 0.94989
2272 10.245 -56.7156 0.946693
2273 10.2079 -56.7145 0.943261
2274 10.1682 -56.7131 0.939596
2275 10.1261 -56.7115 0.935702
2276 10.0815 -56.7097 0.931582
2277 10.0345 -56.7077 0.927239
2278 9.98514 -56.7054 0.922678
2279 9.93349 -56.7029 0.917905
2280 9.87958 -56.7002 0.912924
2281 9.8235 -56.6973 0.907741
2282 9.76531 -56.6942 0.902364
2283 9.70508 -56.691 0.896799
2284 9.64291 -56.6875 0.891054
2285 9.57887 -56.6838 0.885137
2286 9.51307 -56.68 0.879056
2287 9.44558 -56.6759 0.87282
2288 9.37653 -56.6718 0.866439
2289 9.30601 -56.6674 0.859923
2290 9.23413 -56.663 0.853281
2291 9.16102 -56.6583 0.846525
2292 9.08678 -56.6536 0.839665
2293 9.01154 -56.6487 0.832712
2294 8.93543 -56.6438 0.825679
2295 8.85857 -56.6387 0.818578
2296 8.78111 -56.6336 0.811419
2297 8.70317 -56.6283 0.804217
2298 8.62489 -56.6231 0.796984
2299 8.54641 -56.6177 0.789732
2300 8.46788 -56.6123 0.782475
2301 8.38943 -56.6069 0.775227
2302 8.31122 -56.6015 0.767999
2303 8.23339 -56.5961 0.760807
2304 8.15608 -56.5907 0.753663
2305 8.07945 -56.5853 0.746582
2306 8.00363 -56.58 0.739577
2307 7.92879 -56.5747 0.73266
2308 7.85506 -56.5695 0.725847
2309 7.78259 -56.5643 0.719151
2310 7.71153 -56.5592 0.712585
2311 7.64202 -56.5543 0.706161
2312 7.5742 -56.5494 0.699894
2313 7.50821 -56.5447 0.693797
2314 7.44419 -56.5401 0.687881
2315 7.38228 -56.5357 0.68216
2316 7.3226 -56.5314 0.676646
2317 7.26528 -56.5273 0.671349
2318 7.21046 -56.5234 0.666283
2319 7.15824 -56.5197 0.661458
2320 7.10875 -56.5162 0.656885
2321 7.0621 -56.513 0.652574
2322 7.01839 -56.5099 0.648535
2323 6.97772 -56.5072 0.644777
2324 6.9402 -56.5046 0.64131
2325 6.90591 -56.5023 0.638141
2326 6.87493 -56.5003 0.635279
2327 6.84734 -56.4986 0.63273
2328 6.82323 -56.4971 0.630501
2329 6.80263 -56.4959 0.628598
2330 6.78563 -56.495 0.627027
2331 6.77226 -56.4944 0.625791
2332 6.76257 -56.4941 0.624896
2333 6.75659 -56.4942 0.624343
2334 6.75435 -56.4945 0.624136
2335 6.75587 -56.4951 0.624276
2336 6.76115 -56.4961 0.624765
2337 6.77021 -56.4973 0.625602
2338 6.78302 -56.4989 0.626786
2339 6.79959 -56.5008 0.628317
2340 6.81988 -56.5029 0.630192
2341 6.84387 -56.5054 0.632408
2342 6.8715 -56.5082 0.634962
2343 6.90275 -56.5113 0.63785
2344 6.93755 -56.5147 0.641065
2345 6.97583 -56.5183 0.644602
2346 7.01749 -56.5222 0.648452
2347 7.06247 -56.5264 0.652609
2348 7.11067 -56.5309 0.657062
2349 7.16199 -56.5356 0.661804
2350 7.21631 -56.5406 0.666824
2351 7.27352 -56.5457 0.67211
2352 7.33349 -56.5511 0.677652
2353 7.3961 -56.5567 0.683437
2354 7.4612 -56.5625 0.689453
2355 7.52864 -56.5685 0.695685
2356 7.59827 -56.5746 0.702119
2357 7.66993 -56.5809 0.708741
2358 7.74345 -56.5873 0.715535
2359 7.81867 -56.5938 0.722485
2360 7.8954 -56.6004 0.729575
2361 7.97346 -56.6072 0.736788
2362 8.05267 -56.6139 0.744107
2363 8.13283 -56.6208 0.751515
2364 8.21375 -56.6276 0.758992
2365 8.29524 -56.6345 0.766522
2366 8.37709 -56.6413 0.774086
2367 8.4591 -56.6482 0.781664
2368 8.54108 -56.655 0.789239
2369 8.62281 -56.6617 0.796792
2370 8.70409 -56.6684 0.804303
2371 8.78473 -56.6749 0.811754
2372 8.86452 -56.6814 0.819127
2373 8.94328 -56.6877 0.826404
2374 9.02078 -56.6938 0.833566
2375 9.09684 -56.6998 0.840594
2376 9.17125 -56.7056 0.84747
2377 9.24383 -56.7112 0.854177
2378 9.3144 -56.7166 0.860698
2379 9.38276 -56.7217 0.867015
2380 9.44876 -56.7266 0.873113
2381 9.5122 -56.7312 0.878976
2382 9.57295 -56.7355 0.884589
2383 9.63083 -56.7395 0.889938
2384 9.68569 -56.7432 0.895008
2385 9.73741 -56.7466 0.899786
2386 9.78584 -56.7497 0.904262
2387 9.83086 -56.7524 0.908422
2388 9.87237 -56.7548 0.912257
2389 9.91024 -56.7568 0.915757
2390 9.94439 -56.7584 0.918913
2391 9.97474 -56.7597 0.921717
2392 10.0012 -56.7606 0.924163
2393 10.0237 -56.761 0.926245
2394 10.0423 -56.7611 0.927957
2395 10.0568 -56.7608 0.929297
2396 10.0672 -56.7601 0.930262
2397 10.0736 -56.759 0.93085
2398 10.0759 -56.7575 0.931061
2399 10.0741 -56.7556 0.930895
2400 10.0682 -56.7532 0.930354
2401 10.0583 -56.7505 0.929442
2402 10.0445 -56.7474 0.928161
2403 10.0267 -56.7439 0.926517
2404 10.005 -56.7401 0.924516
2405 9.97965 -56.7358 0.92217
2406 9.95061 -56.7312 0.919487
2407 9.91797 -56.7263 0.916471
2408 9.88185 -56.721 0.913133
2409 9.84236 -56.7153 0.909484
2410 9.79964 -56.7094 0.905537
2411 9.75383 -56.7031 0.901303
2412 9.70508 -56.6965 0.896799
2413 9.65355 -56.6897 0.892037
2414 9.59941 -56.6825 0.887035
2415 9.54285 -56.6751 0.881808
2416 9.48403 -56.6675 0.876373
2417 9.42317 -56.6597 0.870749
2418 9.36046 -56.6517 0.864954
2419 9.2961 -56.6434 0.859007
2420 9.23031 -56.635 0.852928
2421 9.1633 -56.6265 0.846736
2422 9.0953 -56.6178 0.840452
2423 9.02656 -56.6091 0.8341
2424 8.95731 -56.6002 0.827701
2425 8.88774 -56.5913 0.821273
2426 8.81809 -56.5824 0.814837
2427 8.7486 -56.5734 0.808415
2428 8.6795 -56.5644 0.80203
2429 8.61101 -56.5554 0.795701
2430 8.54337 -56.5465 0.789451
2431 8.47681 -56.5376 0.783301
2432 8.41156 -56.5288 0.777271
2433 8.34784 -56.5201 0.771383
2434 8.28588 -56.5115 0.765658
2435 8.2259 -56.5031 0.760115
2436 8.1681 -56.4948 0.754775
2437 8.1127 -56.4867 0.749655
2438 8.0599 -56.4787 0.744776
2439 8.00992 -56.471 0.740157
2440 7.96293 -56.4635 0.735815
2441 7.91909 -56.4563 0.731765
2442 7.87859 -56.4493 0.728022
2443 7.84157 -56.4425 0.724601
2444 7.80821 -56.4361 0.721518
2445 7.77864 -56.4299 0.718786
2446 7.75299 -56.4241 0.716416
2447 7.73138 -56.4185 0.714419
2448 7.71393 -56.4133 0.712806
2449 7.70072 -56.4084 0.711586
2450 7.69184 -56.4039 0.710765
2451 7.68737 -56.3997 0.710352
2452 7.68736 -56.3958 0.710352
2453 7.69187 -56.3923 0.710768
2454 7.70092 -56.3892 0.711604
2455 7.71453 -56.3864 0.712862
2456 7.73272 -56.384 0.714543
2457 7.75547 -56.3819 0.716645
2458 7.78275 -56.3802 0.719166
2459 7.81454 -56.3789 0.722104
2460 7.85078 -56.3779 0.725453
2461 7.89141 -56.3772 0.729207
2462 7.93635 -56.3769 0.73336
2463 7.98551 -56.3769 0.737902
2464 8.03878 -56.3772 0.742824
2465 8.09604 -56.3779 0.748116
2466 8.15717 -56.3788 0.753764
2467 8.22201 -56.3801 0.759755
2468 8.29041 -56.3816 0.766076
2469 8.3622 -56.3834 0.77271
2470 8.43721 -56.3854 0.779642
2471 8.51525 -56.3877 0.786852
2472 8.59611 -56.3902 0.794324
2473 8.67959 -56.3929 0.802039
2474 8.76548 -56.3958 0.809975
2475 8.85355 -56.3989 0.818113
2476 8.94357 -56.4022 0.826432
2477 9.03531 -56.4056 0.834909
2478 9.12854 -56.4091 0.843524
2479 9.22301 -56.4127 0.852253
2480 9.3185 -56.4165 0.861077
2481 9.41477 -56.4203 0.869973
2482 9.51156 -56.4241 0.878917
2483 9.60862 -56.4281 0.887886
2484 9.70571 -56.432 0.896857
2485 9.8026 -56.436 0.90581
2486 9.89905 -56.4399 0.914723
2487 9.99483 -56.4438 0.923573
2488 10.0897 -56.4477 0.932342
2489 10.1835 -56.4516 0.941008
2490 10.276 -56.4553 0.949554
2491 10.367 -56.459 0.95796
2492 10.4562 -56.4626 0.966209
2493 10.5436 -56.4661 0.974284
2494 10.629 -56.4695 0.98217
2495 10.7121 -56.4727 0.989852
2496 10.7929 -56.4758 0.997322
2497 10.8714 -56.4788 1.00457
2498 10.9472 -56.4816 1.01158
2499 11.0204 -56.4843 1.01834
2500 11.0908 -56.4867 1.02484
2501 11.1582 -56.4891 1.03108
2502 11.2227 -56.4912 1.03704
2503 11.2842 -56.4931 1.04272
2504 11.3426 -56.4949 1.04811
2505 11.3979 -56.4964 1.05322
2506 11.45 -56.4978 1.05804
2507 11.499 -56.499 1.06257
2508 11.5449 -56.5 1.0668
2509 11.5876 -56.5007 1.07075
2510 11.6271 -56.5013 1.07441
2511 11.6636 -56.5018 1.07778
2512 11.6971 -56.502 1.08087
2513 11.7275 -56.502 1.08368
2514 11.755 -56.5019 1.08622
2515 11.7795 -56.5016 1.08849
2516 11.8013 -56.5011 1.0905
2517 11.8203 -56.5004 1.09226
2518 11.8366 -56.4996 1.09376
2519 11.8504 -56.4987 1.09503
2520 11.8616 -56.4976 1.09607
2521 11.8705 -56.4963 1.09689
2522 11.877 -56.4949 1.0975
2523 11.8813 -56.4934 1.09789
2524 11.8835 -56.4918 1.0981
2525 11.8837 -56.4901 1.09812
2526 11.882 -56.4883 1.09796
2527 11.8785 -56.4864 1.09763
2528 11.8732 -56.4844 1.09714
2529 11.8663 -56.4823 1.09651
2530 11.8579 -56.4801 1.09573
2531 11.8481 -56.4779 1.09482
2532 11.8369 -56.4756 1.09379
2533 11.8245 -56.4733 1.09265
2534 11.8109 -56.4709 1.09139
2535 11.7963 -56.4685 1.09004
2536 11.7806 -56.4661 1.08859
2537 11.7641 -56.4636 1.08706
2538 11.7467 -56.4611 1.08545
2539 11.7285 -56.4586 1.08377
2540 11.7096 -56.456 1.08203
2541 11.6901 -56.4535 1.08022
2542 11.6699 -56.4509 1.07836
2543 11.6492 -56.4484 1.07645
2544 11.6281 -56.4458 1.0745
2545 11.6065 -56.4432 1.0725
2546 11.5845 -56.4407 1.07047
2547 11.5621 -56.4382 1.0684
2548 11.5394 -56.4356 1.0663
2549 11.5165 -56.4331 1.06418
2550 11.4932 -56.4306 1.06203
2551 11.4698 -56.4281 1.05987
2552 11.4461 -56.4256 1.05768
2553 11.4222 -56.4232 1.05547
2554 11.3981 -56.4207 1.05324
2555 11.3739 -56.4183 1.05101
2556 11.3495 -56.4159 1.04875
2557 11.325 -56.4135 1.04649
2558 11.3004 -56.4111 1.04421
2559 11.2757 -56.4088 1.04193
2560 11.2508 -56.4064 1.03964
2561 11.226 -56.4041 1.03734
2562 11.201 -56.4018 1.03503
2563 11.176 -56.3996 1.03272
2564 11.1509 -56.3973 1.0304
2565 11.1258 -56.3951 1.02808
2566 11.1007 -56.3928 1.02576
2567 11.0755 -56.3906 1.02344
2568 11.0504 -56.3885 1.02111
2569 11.0252 -56.3863 1.01878
2570 11 -56.3842 1.01645
2571 10.9748 -56.382 1.01413
2572 10.9497 -56.3799 1.0118
2573 10.9245 -56.3778 1.00948
2574 10.8994 -56.3758 1.00716
2575 10.8743 -56.3737 1.00484
2576 10.8492 -56.3717 1.00253
2577 10.8242 -56.3697 1.00022
2578 10.7993 -56.3677 0.997907
2579 10.7743 -56.3657 0.995602
2580 10.7494 -56.3638 0.993299
2581 10.7245 -56.3618 0.990999
2582 10.6996 -56.3599 0.988701
2583 10.6748 -56.358 0.986405
2584 10.65 -56.3561 0.984112
2585 10.6252 -56.3542 0.981821
2586 10.6004 -56.3523 0.979531
2587 10.5756 -56.3504 0.977244
2588 10.5509 -56.3486 0.974957
2589 10.5262 -56.3467 0.972671
2590 10.5014 -56.3449 0.970386
2591 10.4767 -56.3431 0.968101
2592 10.452 -56.3412 0.965815
2593 10.4272 -56.3394 0.963529
2594 10.4025 -56.3376 0.961242
2595 10.3777 -56.3358 0.958954
2596 10.3529 -56.334 0.956664
2597 10.3281 -56.3322 0.954372
2598 10.3033 -56.3304 0.952078
2599 10.2785 -56.3286 0.949782
2600 10.2536 -56.3268 0.947484
2601 10.2287 -56.325 0.945184
2602 10.2038 -56.3232 0.942882
2603 10.1789 -56.3214 0.940578
2604 10.1539 -56.3196 0.938273
2605 10.129 -56.3178 0.935968
2606 10.104 -56.316 0.933663
2607 10.0791 -56.3142 0.931358
2608 10.0542 -56.3124 0.929056
2609 10.0293 -56.3106 0.926758
2610 10.0045 -56.3088 0.924464
2611 9.97971 -56.307 0.922176
2612 9.95504 -56.3052 0.919896
2613 9.93048 -56.3035 0.917627
2614 9.90605 -56.3017 0.91537
2615 9.88178 -56.3 0.913127
2616 9.85769 -56.2982 0.910901
2617 9.83388 -56.2965 0.908701
2618 9.81036 -56.2948 0.906528
2619 9.78713 -56.2931 0.904381
2620 9.76424 -56.2915 0.902266
2621 9.74174 -56.2899 0.900187
2622 9.71964 -56.2883 0.898144
2623 9.69796 -56.2868 0.896141
2624 9.67679 -56.2853 0.894185
2625 9.65615 -56.2838 0.892278
2626 9.63607 -56.2824 0.890422
2627 9.61658 -56.281 0.888621
2628 9.59773 -56.2797 0.886879
2629 9.57956 -56.2784 0.885201
2630 9.56212 -56.2772 0.883589
2631 9.54546 -56.2761 0.882049
2632 9.52961 -56.275 0.880585
2633 9.51463 -56.274 0.8792
2634 9.50055 -56.2731 0.877899
2635 9.48742 -56.2723 0.876686
2636 9.47528 -56.2715 0.875565
2637 9.46418 -56.2708 0.874539
2638 9.45415 -56.2702 0.873612
2639 9.44523 -56.2697 0.872787
2640 9.43745 -56.2693 0.872069
2641 9.43086 -56.269 0.87146
2642 9.42548 -56.2688 0.870962
2643 9.42133 -56.2688 0.870579
2644 9.41846 -56.2688 0.870314
2645 9.41688 -56.2689 0.870168
2646 9.41662 -56.2691 0.870144
2647 9.41772 -56.2695 0.870245
2648 9.42015 -56.27 0.87047
2649 9.42394 -56.2706 0.87082
2650 9.42909 -56.2713 0.871296
2651 9.43561 -56.2721 0.871899
2652 9.4435 -56.273 0.872628
2653 9.45276 -56.2741 0.873483
2654 9.46339 -56.2753 0.874465
2655 9.47541 -56.2765 0.875576
2656 9.4888 -56.278 0.876814
2657 9.50351 -56.2795 0.878173
2658 9.51951 -56.2811 0.879652
2659 9.53679 -56.2829 0.881248
2660 9.55532 -56.2847 0.88296
2661 9.57508 -56.2867 0.884787
2662 9.59603 -56.2888 0.886722
2663 9.61812 -56.2909 0.888763
2664 9.64131 -56.2932 0.890907
2665 9.66557 -56.2955 0.893148
2666 9.69088 -56.298 0.895486
2667 9.71721 -56.3005 0.89792
2668 9.74448 -56.3031 0.90044
2669 9.77263 -56.3058 0.903041
2670 9.80158 -56.3086 0.905716
2671 9.83129 -56.3114 0.908461
2672 9.8617 -56.3143 0.911271
2673 9.89275 -56.3173 0.91414
2674 9.92438 -56.3203 0.917064
2675 9.95655 -56.3233 0.920036
2676 9.98918 -56.3264 0.923051
2677 10.0222 -56.3295 0.926104
2678 10.0556 -56.3327 0.929189
2679 10.0893 -56.3359 0.932302
2680 10.1232 -56.3391 0.935438
2681 10.1573 -56.3424 0.93859
2682 10.1916 -56.3456 0.941754
2683 10.2259 -56.3489 0.944925
2684 10.2602 -56.3522 0.948097
2685 10.2945 -56.3554 0.951266
2686 10.3288 -56.3587 0.954431
2687 10.3629 -56.362 0.957586
2688 10.3969 -56.3653 0.960726
2689 10.4307 -56.3685 0.963846
2690 10.4642 -56.3718 0.966943
2691 10.4974 -56.375 0.970013
2692 10.5303 -56.3782 0.973053
2693 10.5628 -56.3814 0.97606
2694 10.595 -56.3846 0.979032
2695 10.6267 -56.3877 0.981965
2696 10.658 -56.3908 0.984858
2697 10.6889 -56.3939 0.98771
2698 10.7193 -56.397 0.990519
2699 10.7492 -56.4 0.993282
2700 10.7786 -56.403 0.995999
2701 10.8075 -56.406 0.998668
2702 10.8359 -56.4089 1.00129
2703 10.8637 -56.4118 1.00386
2704 10.891 -56.4147 1.00638
2705 10.9177 -56.4176 1.00885
2706 10.9439 -56.4204 1.01127
2707 10.9696 -56.4232 1.01364
2708 10.9947 -56.426 1.01596
2709 11.0192 -56.4287 1.01823
2710 11.0433 -56.4314 1.02045
2711 11.0668 -56.4341 1.02263
2712 11.0897 -56.4368 1.02475
2713 11.1121 -56.4394 1.02682
2714 11.1341 -56.4421 1.02884
2715 11.1555 -56.4447 1.03082
2716 11.1764 -56.4473 1.03275
2717 11.1968 -56.4499 1.03464
2718 11.2167 -56.4524 1.03648
2719 11.2361 -56.455 1.03827
2720 11.255 -56.4575 1.04002
2721 11.2734 -56.46 1.04172
2722 11.2913 -56.4626 1.04337
2723 11.3086 -56.4651 1.04498
2724 11.3255 -56.4675 1.04653
2725 11.3418 -56.47 1.04804
2726 11.3576 -56.4725 1.0495
2727 11.3728 -56.4749 1.05091
2728 11.3875 -56.4774 1.05226
2729 11.4016 -56.4798 1.05357
2730 11.4151 -56.4822 1.05481
2731 11.428 -56.4846 1.05601
2732 11.4403 -56.4869 1.05714
2733 11.4519 -56.4893 1.05821
2734 11.4628 -56.4916 1.05922
2735 11.4731 -56.4939 1.06017
2736 11.4826 -56.4962 1.06105
2737 11.4914 -56.4985 1.06186
2738 11.4995 -56.5007 1.06261
2739 11.5067 -56.5029 1.06328
2740 11.5132 -56.5051 1.06388
2741 11.5187 -56.5072 1.06439
2742 11.5233 -56.5093 1.06481
2743 11.5269 -56.5114 1.06515
2744 11.5296 -56.5134 1.06539
2745 11.5311 -56.5154 1.06554
2746 11.5316 -56.5173 1.06558
2747 11.5309 -56.5191 1.06552
2748 11.5291 -56.5209 1.06535
2749 11.526 -56.5226 1.06506
2750 11.5217 -56.5243 1.06466
2751 11.5161 -56.5258 1.06414
2752 11.5091 -56.5273 1.0635
2753 11.5007 -56.5288 1.06273
2754 11.4909 -56.5301 1.06182
2755 11.4797 -56.5313 1.06078
2756 11.4669 -56.5325 1.0596
2757 11.4526 -56.5336 1.05828
2758 11.4368 -56.5345 1.05682
2759 11.4194 -56.5354 1.05521
2760 11.4004 -56.5361 1.05346
2761 11.3798 -56.5368 1.05155
2762 11.3575 -56.5373 1.04949
2763 11.3335 -56.5378 1.04727
2764 11.3078 -56.5381 1.0449
2765 11.2804 -56.5383 1.04237
2766 11.2513 -56.5384 1.03968
2767 11.2205 -56.5383 1.03683
2768 11.188 -56.5381 1.03382
2769 11.1537 -56.5379 1.03066
2770 11.1177 -56.5374 1.02734
2771 11.0801 -56.5369 1.02386
2772 11.0407 -56.5362 1.02022
2773 10.9998 -56.5354 1.01643
2774 10.9572 -56.5345 1.0125
2775 10.913 -56.5335 1.00841
2776 10.8672 -56.5324 1.00418
2777 10.8199 -56.5311 0.999815
2778 10.7712 -56.5297 0.995312
2779 10.721 -56.5282 0.990679
2780 10.6695 -56.5266 0.985919
2781 10.6167 -56.5249 0.981038
2782 10.5626 -56.5231 0.97604
2783 10.5073 -56.5212 0.970931
2784 10.4509 -56.5192 0.965719
2785 10.3935 -56.5171 0.960408
2786 10.335 -56.5149 0.955006
2787 10.2756 -56.5126 0.949521
2788 10.2154 -56.5102 0.943958
2789 10.1545 -56.5078 0.938326
2790 10.0929 -56.5053 0.932633
2791 10.0307 -56.5028 0.926886
2792 9.96799 -56.5002 0.921093
2793 9.90489 -56.4975 0.915262
2794 9.84147 -56.4948 0.909402
2795 9.77782 -56.4921 0.903521
2796 9.71404 -56.4893 0.897627
2797 9.65021 -56.4866 0.891729
2798 9.58642 -56.4838 0.885835
2799 9.52277 -56.481 0.879953
2800 9.45935 -56.4782 0.874092
2801 9.39623 -56.4754 0.86826
2802 9.33352 -56.4726 0.862465
2803 9.2713 -56.4698 0.856715
2804 9.20965 -56.467 0.851019
2805 9.14866 -56.4643 0.845383
2806 9.08842 -56.4616 0.839816
2807 9.02899 -56.459 0.834325
2808 8.97047 -56.4564 0.828917
2809 8.91291 -56.4539 0.823599
2810 8.85641 -56.4514 0.818377
2811 8.80102 -56.449 0.813259
2812 8.74682 -56.4467 0.808251
2813 8.69386 -56.4444 0.803357
2814 8.64222 -56.4423 0.798585
2815 8.59194 -56.4402 0.793939
2816 8.54308 -56.4382 0.789425
2817 8.4957 -56.4363 0.785046
2818 8.44984 -56.4345 0.780809
2819 8.40555 -56.4328 0.776716
2820 8.36287 -56.4313 0.772772
2821 8.32183 -56.4298 0.76898
2822 8.28248 -56.4284 0.765343
2823 8.24484 -56.4272 0.761865
2824 8.20894 -56.4261 0.758548
2825 8.1748 -56.4251 0.755393
2826 8.14245 -56.4242 0.752404
2827 8.11191 -56.4235 0.749582
2828 8.08319 -56.4229 0.746928
2829 8.05629 -56.4224 0.744443
2830 8.03124 -56.4221 0.742128
2831 8.00807 -56.4218 0.739986
2832 7.98677 -56.4218 0.738018
2833 7.96732 -56.4218 0.736221
2834 7.94971 -56.422 0.734594
2835 7.93393 -56.4223 0.733136
2836 7.91998 -56.4228 0.731847
2837 7.90785 -56.4233 0.730726
2838 7.89752 -56.424 0.729771
2839 7.88898 -56.4249 0.728982
2840 7.88221 -56.4258 0.728356
2841 7.87718 -56.4269 0.727892
2842 7.87388 -56.4281 0.727587
2843 7.87228 -56.4294 0.727439
2844 7.87236 -56.4309 0.727446
2845 7.87408 -56.4324 0.727605
2846 7.87742 -56.4341 0.727914
2847 7.88234 -56.4359 0.728369
2848 7.88882 -56.4378 0.728967
2849 7.89684 -56.4398 0.729708
2850 7.90638 -56.442 0.73059
2851 7.91736 -56.4442 0.731605
2852 7.92975 -56.4465 0.732749
2853 7.9435 -56.4489 0.73402
2854 7.95857 -56.4514 0.735412
2855 7.97492 -56.454 0.736924
2856 7.99251 -56.4567 0.738549
2857 8.01129 -56.4594 0.740284
2858 8.03121 -56.4623 0.742125
2859 8.05224 -56.4652 0.744068
2860 8.07432 -56.4682 0.746108
2861 8.0974 -56.4712 0.748241
2862 8.12143 -56.4743 0.750462
2863 8.14638 -56.4774 0.752767
2864 8.17218 -56.4807 0.755151
2865 8.1988 -56.4839 0.757611
2866 8.22619 -56.4872 0.760142
2867 8.25432 -56.4906 0.762741
2868 8.28311 -56.4939 0.765401
2869 8.3125 -56.4973 0.768117
2870 8.34245 -56.5008 0.770885
2871 8.3729 -56.5042 0.773699
2872 8.40382 -56.5077 0.776556
2873 8.43514 -56.5112 0.77945
2874 8.46682 -56.5147 0.782377
2875 8.49881 -56.5182 0.785333
2876 8.53106 -56.5217 0.788313
2877 8.56352 -56.5252 0.791313
2878 8.59615 -56.5287 0.794329
2879 8.6289 -56.5322 0.797355
2880 8.66173 -56.5357 0.800388
2881 8.69458 -56.5392 0.803423
2882 8.72741 -56.5426 0.806458
2883 8.76019 -56.546 0.809486
2884 8.79286 -56.5494 0.812505
2885 8.82539 -56.5528 0.815511
2886 8.85773 -56.5561 0.8185
2887 8.88985 -56.5594 0.821468
2888 8.9217 -56.5626 0.824411
2889 8.95326 -56.5658 0.827327
2890 8.98447 -56.569 0.830211
2891 9.01531 -56.5721 0.833061
2892 9.04575 -56.5751 0.835873
2893 9.07574 -56.5781 0.838645
2894 9.1053 -56.581 0.841376
2895 9.13439 -56.5839 0.844064
2896 9.16295 -56.5867 0.846703
2897 9.19095 -56.5895 0.849291
2898 9.21837 -56.5921 0.851825
2899 9.24518 -56.5948 0.854302
2900 9.27135 -56.5973 0.856721
2901 9.29687 -56.5998 0.859078
2902 9.3217 -56.6022 0.861372
2903 9.34582 -56.6045 0.863602
2904 9.36922 -56.6067 0.865764
2905 9.39188 -56.6089 0.867857
2906 9.41377 -56.6109 0.86988
2907 9.43488 -56.6129 0.871831
2908 9.4552 -56.6149 0.873709
2909 9.4747 -56.6167 0.875511
2910 9.49338 -56.6184 0.877237
2911 9.51122 -56.6201 0.878885
2912 9.5282 -56.6216 0.880454
2913 9.54432 -56.6231 0.881944
2914 9.55956 -56.6245 0.883352
2915 9.57392 -56.6258 0.884679
2916 9.58738 -56.627 0.885923
2917 9.59994 -56.6282 0.887083
2918 9.61159 -56.6292 0.88816
2919 9.62232 -56.6301 0.889151
2920 9.63212 -56.631 0.890057
2921 9.64099 -56.6317 0.890877
2922 9.64893 -56.6324 0.89161
2923 9.65593 -56.6329 0.892257
2924 9.66198 -56.6334 0.892816
2925 9.66709 -56.6338 0.893288
2926 9.67125 -56.6341 0.893673
2927 9.67445 -56.6343 0.893969
2928 9.67671 -56.6344 0.894178
2929 9.67802 -56.6344 0.894298
